Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
24-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,26,91,189
27-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,26,52
28-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,17,NA,26,50
30-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14,30,60
31-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,13,38,64
08-01-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11,NA,23,67
08-02-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,12,NA,25,60
08-03-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,23,58
08-04-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,9,26,108
08-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,NA,27,117
08-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,10,NA,25,118
08-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,30,152
08-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,NA,26,153
08-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,10,25,170
08-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,43,270
13-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,20,NA,67,277
14-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,12,10,44,234
16-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,26,78
17-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,19,65
18-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,13,15,31,135
20-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,NA,24,66
21-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,14,32,134
22-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,35,143
23-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,28,147
24-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,8,12,31,125
25-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,27,168
27-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11,NA,38,154
28-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,10,17,37,159
29-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,13,17,64,252
30-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,NA,53,254
31-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,13,NA,82,276
09-01-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,25,98,338
09-05-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,35,81
09-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,35,70
09-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,10,32,85
09-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,47,114
09-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.5,NA,24,71
09-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,13,9,24,71
09-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.5,16,20,61
18-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,14,66,94
19-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11,9,56,105
20-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,13,61,90
21-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,12,54,83
22-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,9,28,70
24-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,9,30,49
25-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,15,35,75
26-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,9,47,128
27-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,19,58,158
28-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,20,60,178
29-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,20,82,234
10-01-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11,9,86,268
10-02-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7,20,121,346
10-03-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,10,24,109,298
10-04-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,27,109,302
10-05-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,12,28,88,223
10-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,20,39,105,295
10-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,9,48,90,244
10-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,15,58,110,312
10-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,8,21,132,321
10-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,15,39,194,385
10-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,24,27,176,357
13-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,14,27,196,366
15-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,9,13,98,192
16-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,20,86,276
18-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,25,16,89,206
20-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,15,63,140
22-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,31,223,412
26-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,9,30,178,314
29-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,32,32,363,630
30-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,33,23,339,565
31-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,18,34,252,426
11-01-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,12,21,173,354
11-02-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,9,NA,124,289
11-03-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,29,159,306
11-05-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,65,278,450
11-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,45,273,464
11-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,43,329,522
11-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,58,411,584
11-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,30,373,660
11-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,8,45,166,365
13-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,20,138,472
14-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7,28,146,355
15-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,37,183,396
16-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,14,43,169,385
17-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,31,153,376
20-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,10,46,341,542
21-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,40,202,366
22-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,34,221,415
23-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,348,610
24-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,12,51,376,675
26-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7,24,180,326
27-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,22,223,356
28-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,46,214,NA
30-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,34,188,393
12-01-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,24,175,320
12-03-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7,27,161,332
12-04-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,13,33,137,328
12-05-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,37,150,331
12-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,34,252,389
12-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,14,46,319,551
12-08-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,23,62,303,475
12-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,17,48,281,401
12-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,15,43,325,475
12-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,22,39,467,612
14-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,18,29,232,414
15-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,23,43,347,536
17-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,18,34,375,551
19-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,9,43,599,801
20-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,38,339,518
21-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7,26,241,368
22-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,33,311,422
24-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11,27,259,415
25-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,27,215,315
28-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.7,29.1,465,593
29-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,15.5,45.3,560,721
31-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.8,24.4,231,338
01-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.3,33.8,166,361
01-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19,32.9,168,370
01-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.6,34.3,150,332
13-01-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.3,33.6,163,334
18-01-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.3,31.8,173,400
20-01-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19,23.9,148,288
25-01-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.4,31.3,136,266
28-01-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.8,27.3,86,162
02-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.7,33.5,127,233
02-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.2,32.5,113,239
02-08-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.9,30.7,83,189
02-10-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.6,33.5,103,217
15-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.8,34.1,116,262
17-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.8,34.4,127,278
22-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.3,25.9,87,163
24-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.7,30.5,133,295
03-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19,31.9,168,318
03-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.2,32.3,224,441
03-08-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.7,35.5,201,371
03-10-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.6,31.5,119,205
15-03-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.8,34.2,157,298
17-03-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.3,32.3,143,300
22-03-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.5,33,151,286
24-03-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.5,36.5,135,276
29-03-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.1,33.5,204,410
04-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.5,33,154,338
04-07-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.2,32,122,259
04-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.2,28.3,131,272
14-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.2,31.8,111,239
20-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.4,32.4,154,333
22-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.4,32.8,125,279
26-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.3,32.3,157,351
28-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.1,31.6,167,365
05-03-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.8,30.7,178,379
05-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.7,23.4,103,192
05-10-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.1,32.9,204,399
05-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.7,30.3,154,309
17-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,20,35.2,156,344
19-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.3,32.7,165,348
24-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.3,32.8,177,387
26-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.7,34.3,191,408
31-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.4,33.1,238,491
06-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,20.1,35.8,175,284
06-07-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,21.4,31.9,147,268
06-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,21.1,33.4,185,317
14-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.5,33.2,166,372
16-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.9,31.4,171,340
21-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.9,31.4,159,301
23-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.9,25.4,190,323
28-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.2,26.7,122,245
30-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,14.5,20,104,191
07-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,14.5,20,67,123
07-07-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,15.4,22.8,83,184
07-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,13.2,16.9,68,129
14-07-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,14.5,21.2,60,114
19-07-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,25.9,23.8,68,122
21-07-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,23.8,22.7,78,165
26-07-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,25.4,21,51,101
28-07-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,13.9,20.1,71,138
08-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,15,22.7,86,158
08-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.7,27.1,103,191
08-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.9,27.2,106,198
08-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.3,27.3,83,153
17-08-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,14.5,20.7,75,141
19-08-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,13.7,20,56,101
23-08-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,14.9,25.1,58,101
25-08-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.4,28.1,90,176
30-08-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,15.9,27.6,109,207
09-02-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16,26.9,74,162
09-08-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.6,28.1,74,152
13-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16,26.8,76,198
15-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,14.3,22.3,56,115
20-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.5,29.1,80,180
22-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,15.8,26.8,72,158
27-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,15.9,27.1,92,199
29-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,16.6,28.4,83,186
10-04-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.6,32.8,105,245
10-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.5,32.7,116,263
10-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.9,33.8,107,249
14-10-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.1,32.1,104,243
18-10-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.3,35.5,127,299
20-10-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.9,34.4,148,317
25-10-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.6,32.9,163,369
27-10-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.5,32.8,138,320
11-03-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.2,33.9,150,338
11-05-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.6,34.3,178,404
11-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18,32.5,165,362
11-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,17.7,31.9,156,336
15-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.5,36.8,162,357
17-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.1,35.2,174,384
22-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.8,36.8,184,424
24-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.5,35.9,183,418
29-11-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.4,35.3,177,382
12-03-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.3,35.1,184,402
12-06-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.1,34,208,473
12-09-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,18.7,32.3,221,476
13-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.4,32.7,191,404
16-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.6,34.1,204,448
20-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.7,34.1,190,406
23-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,20.1,35.4,215,478
27-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19,31.7,225,487
30-12-2005,Uttar Pradesh,Anpara,Anpara Colony,Industrial Areas,19.7,34.3,210,475
01-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.5,33.7,182,363
01-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.2,32.5,201,398
01-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20,35.8,157,344
01-12-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.6,33.3,168,299
17-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.5,30.5,104,188
19-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,29.8,148,272
24-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.5,32.8,144,255
27-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,32.4,139,218
02-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.3,33,147,223
02-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.7,34.1,153,268
02-07-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.8,26.2,97,152
02-09-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.4,30.4,124,217
14-02-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.1,32.3,134,228
16-02-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.3,33.1,154,250
21-02-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17,24.6,95,168
23-02-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,30.4,119,197
03-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.5,29.4,140,249
03-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.2,32.1,135,210
03-07-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.6,23.4,130,202
03-09-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,32.7,152,239
14-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.9,30.8,146,222
16-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.8,34.9,149,240
21-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,32.7,162,254
23-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.8,31.1,141,228
28-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.7,33.8,142,241
04-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,32.8,120,244
04-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.4,29.2,136,263
04-11-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.3,32.2,146,267
13-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,28.6,137,258
19-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.8,30.8,131,233
21-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,31.6,127,211
25-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.3,32.3,134,251
27-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.3,32.4,136,244
05-02-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.9,30.6,147,251
05-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.2,25.4,116,202
05-09-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.5,33.1,155,284
05-11-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,33,130,233
16-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.1,31.3,156,268
18-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,32.9,149,280
24-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.2,31.8,137,236
26-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,33,155,263
28-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,32.9,147,260
06-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.6,33.9,128,225
06-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.8,26.8,125,222
06-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.8,30.8,154,265
13-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.8,30.8,138,214
15-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.7,30.2,140,224
20-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.8,30.7,121,218
22-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.7,27.2,112,196
27-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.6,22.4,109,189
29-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.7,19.8,89,148
07-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.4,19.6,75,122
07-06-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14,10,85,148
07-11-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.2,18.2,66,129
13-07-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.3,19.6,75,155
18-07-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.9,20.9,77,131
20-07-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17,25.7,88,159
25-07-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.5,24.3,83,141
27-07-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,13.3,17.5,51,113
08-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.3,24.5,86,150
08-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,13.5,19.8,69,128
08-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.8,23.5,83,149
08-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.8,23.6,88,153
16-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,14.3,21.2,65,119
18-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,12.9,16.9,58,110
22-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,12.3,16.3,42,85
24-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.7,27.8,84,153
29-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.3,26.2,93,172
